繁體	兼容格式	頁碼
老鷹繞天飛，來日有風扇。	lau in gniau thi fi, le gniq yeu fon shi.	408
鴉浴風，鵲浴雨，八哥滰肉斷風雨。	o yuq fon, chiaq yuq yu, paq kou jian gnioq doe fon yu.	408
烏鴉成羣洗澡，必有大雨來到。	u ia jin jiun shi tsau, piq yeu dou yu le tau.	408
烏鴉成羣吵，寒潮快來到。	u ia jin jiun tshau, ghei-ghe jiau khua le tau.	408
燕子窠墊草多，當年雨水多。	i tsy khou di tshau tou, taon gni yu syu tou.	408
燕子地上飛，陰雨在眼前。	i tsy di zaon fi, in yu dze ngae zhi.	408
燕低飛，蛇過道，大雨馬上就要到。	i ti fi, dzo kou dau, dou yu mo zaon jieu iau tau.	408
鳥兒飛勒高，天家一定好。	tiau er fi laq kau, thi ko iq din hau.	408
久雨聞鳥聲，弗久天轉晴。	cieu yu ven tiau shin, vaq cieu thi tsoe zhin.	408
久雨聞鳥聲，勿久天轉晴。	cieu yu ven tiau shin, vaq cieu thi tsoe zhin.	408
百鳥分散，晴天多旱。	paq gniau fen sae, zhin thi tou ghei-ghe.	408
羣雁南飛天將冷，羣雁北飛天將暖。	jiun yi nei-nae fi thi cian lan, jiun yi poq fi thi cian noe.	408
雞出籠早，當天雨到。	ci tshyuq lon tsau, taon thi yu tau.	408
雞宿早，天必好；雞宿遲，天必雨。	ci soq tsau, thi piq hau; ci soq ji, thi piq yu.	408
雞宿早，天必好；雞宿遲，天必雨。	ci soq tsau, thi piq hau; ci soq dzy, thi piq yu.	408
雞在高處鳴，雨止天要晴。	ci dze kau tshyu min, yu tsy thi iau zhin.	408
豬銜草，寒潮到。	tsyu ghae tshau, ghei-ghe jiau tau.	408
狗喫水要晴，貓喫水要落。	keu chioq syu iau zhin, mae chioq syu iau loq.	408
狗貓換毛早，天家冷勒早。	keu mae wun mau tsau, thi ko lan laq tsau.	408
睡貓臉朝天，連日雨綿綿。	zei mae li jiau thi, li gniq yu mi mi.	408
撐船要有方向，做人要有志向。	tshan zoe iau yeu faon shian, tsou gnin iau yeu tsy shian.	409
人有志，竹有節；人爭氣，火爭焰。	gnin yeu tsy, tsoq yeu ciq; gnin tsan chi, hou tsan yi.	409
胸無大志，枉活一世。	shion vu dou tsy, uaon waq iq shi.	409
胸無大志，枉活一世。	shion wu- dou tsy, uaon waq iq shi.	409
有志弗在年高，無志空活百歲。	yeu tsy vaq dze gni kau, vu tsy khon waq paq syu.	409
有志弗在年高，無志空活百歲。	yeu tsy vaq dze gni kau, wu- tsy khon waq paq syu.	409
有志勿在年高，無志空活百歲。	yeu tsy vaq dze gni kau, vu tsy khon waq paq syu.	409
有志勿在年高，無志空活百歲。	yeu tsy vaq dze gni kau, wu- tsy khon waq paq syu.	409
人窮志氣高，弗好也會好。	gnin jion tsy chi kau, vaq hau gha wei hau.	409
人窮志氣高，弗好也會好。	gnin jion tsy chi kau, vaq hau ya wei hau.	409
人窮志氣高，勿好也會好。	gnin jion tsy chi kau, vaq hau gha wei hau.	409
人窮志氣高，勿好也會好。	gnin jion tsy chi kau, vaq hau ya wei hau.	409
弗怕山高，就怕腳軟；弗怕人窮，只怕志短。	vaq pho sae kau, jieu pho ciaq gniu; vaq pho gnin jion, ciq pho tsy toe.	409
勿怕山高，就怕腳軟；勿怕人窮，只怕志短。	vaq pho sae kau, jieu pho ciaq gniu; vaq pho gnin jion, ciq pho tsy toe.	409
學人先學志。	ghoq gnin shi ghoq tsy.	409
弗怕事難，只怕志短。	vaq pho zy nae, ciq pho tsy toe.	409
勿怕事難，只怕志短。	vaq pho zy nae, ciq pho tsy toe.	409
弗怕別人看弗起，只怕自家弗爭氣。	vaq pho biq gnin khi-khe vaq chi, ciq pho zhi ko vaq tsan chi.	409
勿怕別人看勿起，只怕自家勿爭氣。	vaq pho biq gnin khi-khe vaq chi, ciq pho zhi ko vaq tsan chi.	409
弗怕百戰失利，只怕灰心喪氣。	vaq pho paq tsoe syuq li, ciq pho huei shin saon chi.	409
弗怕百戰失利，只怕灰心喪氣。	vaq pho paq ci syuq li, ciq pho huei shin saon chi.	409
勿怕百戰失利，只怕灰心喪氣。	vaq pho paq tsoe syuq li, ciq pho huei shin saon chi.	409
勿怕百戰失利，只怕灰心喪氣。	vaq pho paq ci syuq li, ciq pho huei shin saon chi.	409
大海弗怕雨水多，好漢弗怕困難多。	da he vaq pho yu syu tou, hau he vaq pho khuen nae tou.	409
大海弗怕雨水多，好漢弗怕困難多。	da he vaq pho yu syu tou, hau hei- vaq pho khuen nae tou.	409
大海勿怕雨水多，好漢勿怕困難多。	da he vaq pho yu syu tou, hau he vaq pho khuen nae tou.	409
大海勿怕雨水多，好漢勿怕困難多。	da he vaq pho yu syu tou, hau hei- vaq pho khuen nae tou.	409
有心大海好撈針，嘸心小事也難成。	yeu shin da he hau lhau cin, mh shin shiau zy gha nae jin.	409
有心大海好撈針，嘸心小事也難成。	yeu shin da he hau lhau cin, mh shin shiau zy ya nae jin.	409
蚰蜒螄螺上寧波，只要日腳多。	yi yi sy lou zaon gnin pou, ciq iau gniq ciaq tou.	409
門面要繃，志氣要爭。	men mi iau pan, tsy chi iau tsan.	409
佛爭一爐香，人爭一口氣。	vaq tsan iq lu shian, gnin tsan iq kheu chi.	409
配辦一個頭，皇帝老官打其跔。	phei bae iq goq deu, waon ti lau kun tan ji geu.	409
配辦一個頭，皇帝老官打其跔。	phei bae iq ghoq deu, waon ti lau kun tan ji geu.	409
男有剛強，女有烈性。	nei-nae yeu kaon jian, gniu yeu liq shin.	409
性格生成，落雨清淋。	shin kaq san jin, loq yu chin lin.	410
龍門要跳，狗洞要爬。	lon men iau thiau, keu don iau bo.	410
狗洞要賬，龍門要躥。	keu don iau cian, lon men iau tshoe.	410
後生怕激，老頭怕逼。	gheu san pho ciq, lau deu pho piq.	410
跌勒倒，爬勒起。	tiq laq tau, bo laq chi.	410
頭纏纏，腳蹁蹁。	deu ji ji, ciaq bi bi.	410
有橋弗過，情願游河。	yeu jiau vaq kou, jin gniu yeu ghou.	410
有橋勿過，情願游河。	yeu jiau vaq kou, jin gniu yeu ghou.	410
寧受擠，弗受氣。	gnin zhieu ci, vaq zhieu chi.	410
寧受擠，勿受氣。	gnin zhieu ci, vaq zhieu chi.	410
死蟹也會吹白。	shi ha gha wei tshyu baq.	410
死蟹也會吹白。	shi ha ya wei tshyu baq.	410
癩𪓿剝皮心弗死。	la sy poq bi shin vaq shi.	410
癩𪓿剝皮心勿死。	la sy poq bi shin vaq shi.	410
莫看蝦嘸血，烤熟也會紅。	mhau khi-khe huo mh shiuq, khau zoq gha wei ghon.	410
莫看蝦嘸血，烤熟也會紅。	mau khi-khe huo mh shiuq, khau zoq gha wei ghon.	410
莫看蝦嘸血，烤熟也會紅。	mhau khi-khe huo mh shiuq, khau zoq ya wei ghon.	410
莫看蝦嘸血，烤熟也會紅。	mau khi-khe huo mh shiuq, khau zoq ya wei ghon.	410
豆腐心腸，越煮越硬。	deu vu shin jian, yuq tsy yuq ngan.	410
心直口快，致怨招怪。	shin jiq kheu khua, tsy iu ciau kua.	410
河直嘸風水，心直嘸家計。	ghou jiq mh fon syu, shin jiq mh ko ci.	410
直頭白鬧，平添煩惱；直肚白腸，關係弄僵。	jiq deu baq nau, bin thi vae nau; jiq du baq jian, kuae shi lon cian.	410
硬到底，苦到死。	ngan tau ti, khu tau shi.	410
鞭竹實心根根硬，毛竹雖高節節空。	pi tsoq zyuq shin ken ken ngan, mau tsoq sei kau ciq ciq khon.	410
大白靈性，一百廿斤。	dou baq lin shin, iq paq ne-gnie cin.	410
捏捏怕捏煞，放放怕放煞。	gniaq gniaq pho gniaq saq, faon faon pho faon saq.	410
懦夫膽如鼠，英雄膽如虎。	nou fu tae zyu tshyu, in yon tae zyu fu.	410
外頭是狗熊，屋裏充英雄。	nga deu zy keu yon, oq li tshon in yon.	410
財大氣粗，藝高膽大。	dze dou chi tshu, gni kau tae dou.	410
衣裳賊破，膽子賊大。	i zaon zaq phou, tae tsy zaq dou.	410
力氣壓大，膽子嚇大。	liq chi aq dou, tae tsy haq dou.	410
弗擔三分險，難練一身膽。	vaq tae sae fen shi, nae li iq shin tae.	410
勿擔三分險，難練一身膽。	vaq tae sae fen shi, nae li iq shin tae.	410
魚瘦弗怕風浪急，鷹小弗怕山頭髙。	ng seu vaq pho fon laon ciq, in shiau vaq pho sae deu kau.	411
魚瘦勿怕風浪急，鷹小勿怕山頭髙。	ng seu vaq pho fon laon ciq, in shiau vaq pho sae deu kau.	411
膽大做將軍。	tae dou tsou cian ciun.	411
嘸事弗可膽大，有事弗可膽小。	mh zy vaq khou tae dou, yeu zy vaq khou tae shiau.	411
嘸事勿可膽大，有事勿可膽小。	mh zy vaq khou tae dou, yeu zy vaq khou tae shiau.	411
敬了父母弗怕天，納了官稅弗怕官。	cin laq vu meu vaq pho thi, naq laq kun sei vaq pho kun.	411
敬了父母勿怕天，納了官稅勿怕官。	cin laq vu meu vaq pho thi, naq laq kun sei vaq pho kun.	411
弗怕官，只怕管。	vaq pho kun, ciq pho kun.	411
勿怕官，只怕管。	vaq pho kun, ciq pho kun.	411
賊弗做，心弗虛。	zaq vaq tsou, shin vaq shiu.	411
賊勿做，心勿虛。	zaq vaq tsou, shin vaq shiu.	411
除死嘸大事，討飯永弗窮。	dzyu shi mh dou zy, thau vae ion vaq jion.	411
除死嘸大事，討飯永勿窮。	dzyu shi mh dou zy, thau vae ion vaq jion.	411
見識見識，弗見弗識。	ci shiq ci shiq, vaq ci vaq shiq.	411
見識見識，勿見勿識。	ci shiq ci shiq, vaq ci vaq shiq.	411
天也掇勒動。	thi gha taq laq don.	411
天也掇勒動。	thi ya taq laq don.	411
長線放遠鶴。	jian shi faon yu ngoq.	411
前怕狼，後怕虎，只好摸摸雞屁股。	zhi pho laon, gheu pho fu, ciq hau moq moq ci phi ku.	411
樹葉爿跌落怕頭椏開。	zyu yiq bae tiq loq pho deu o khe.	411
走路怕綱煞螞蟻。	tseu lu pho kaon saq mo gni.	411
滿眼生人，自抲章程。	mun ngae san gnin, zhi kho tsaon jin.	411
嘸沒章程，苦勒傷心。	mh mhaq tsaon jin, khu laq saon shin.	411
花美勒外面，人美勒心裏。	huo mei laq nga mi, gnin mei laq shin li.	411
馬好弗在鞍，人美弗在衫。	mo hau vaq dze ei-e, gnin mei vaq dze sae.	411
馬好勿在鞍，人美勿在衫。	mo hau vaq dze ei-e, gnin mei vaq dze sae.	411
萬貫家財弗算富，一分仁義值千金。	vae kun ko dze vaq soe fu, iq fen zyun gni jiq chi cin.	411
萬貫家財勿算富，一分仁義值千金。	vae kun ko dze vaq soe fu, iq fen zyun gni jiq chi cin.	411
寧可清貧，弗可濁富。	nen khou chin bin, vaq khou dzoq fu.	411
寧可清貧，勿可濁富。	nen khou chin bin, vaq khou dzoq fu.	411
寧虧自家，弗虧人家。	gnin khuei zhi ko, vaq khuei gnin ko.	411
寧虧自家，勿虧人家。	gnin khuei zhi ko, vaq khuei gnin ko.	411
見強弗怕，見弱弗欺。	ci jian vaq pho, ci zhiaq vaq chi.	411
見強勿怕，見弱勿欺。	ci jian vaq pho, ci zhiaq vaq chi.	411
地栿莫踏錯，袋袋莫囥錯，眠牀莫睏錯。	di boq mhau daq tshou, de de mhau khaon tshou, mi zaon mhau khuen tshou.	411
地栿莫踏錯，袋袋莫囥錯，眠牀莫睏錯。	di boq mau daq tshou, de de mau khaon tshou, mi zaon mau khuen tshou.	411
弗是儂個財，弗落儂個袋。	vaq zy nou goq dze, vaq loq nou goq de.	411
弗是儂個財，弗落儂個袋。	vaq zy nou ghoq dze, vaq loq nou ghoq de.	411
勿是儂個財，勿落儂個袋。	vaq zy nou goq dze, vaq loq nou goq de.	411
勿是儂個財，勿落儂個袋。	vaq zy nou ghoq dze, vaq loq nou ghoq de.	411
人要心好，樹要根牢。	gnin iau shin hau, zyu iau ken lau.	411
人靠良心樹靠根，走路全靠腳後跟。	gnin khau lian shin zyu khau ken, tseu lu dzoe khau ciaq gheu ken.	411
人要面子樹要皮。	gnin iau mi tsy zyu iau bi.	412
金錢如糞土，臉面值千金。	cin ji zyu fen thu, li mi jiq chi cin.	412
好事弗可錯，壞事弗可做。	hau zy vaq khou tshou, ua zy vaq khou tsou.	412
好事勿可錯，壞事勿可做。	hau zy vaq khou tshou, ua zy vaq khou tsou.	412
天地良心，到處通行。	thi di lian shin, tau tshyu thon yin.	412
好心弗怕人猜疑。	hau shin vaq pho gnin tshe gni.	412
好心勿怕人猜疑。	hau shin vaq pho gnin tshe gni.	412
身正弗怕壁斜。	shin cin vaq pho piq zhia.	412
身正勿怕壁斜。	shin cin vaq pho piq zhia.	412
腳踏地中央，弗怕路翻向。	ciaq daq di tson gnian, vaq pho lu fae shian.	412
腳踏地中央，勿怕路翻向。	ciaq daq di tson gnian, vaq pho lu fae shian.	412
腳踏路中央，弗怕人家論短長。	ciaq daq lu tson gnian, vaq pho gnin ko len toe jian.	412
腳踏路中央，勿怕人家論短長。	ciaq daq lu tson gnian, vaq pho gnin ko len toe jian.	412
積德百年，喪德一天。	ciq taq paq gni, saon taq iq thi.	412
好事做到底，礱糠變白米。	hau zy tsou tau ti, lon khaon pi baq mi.	412
做眼好事千年存，做眼壞事萬人恨。	tsou ngae hau zy chi gni dzen, tsou ngae ua zy vae gnin ghen.	412
開水弗響，響水弗開。	khe syu vaq shian, shian syu vaq khe.	412
開水勿響，響水勿開。	khe syu vaq shian, shian syu vaq khe.	412
整瓶醋弗搖，半瓶醋要搖。	cin bin tshu vaq yau, pun bin tshu iau yau.	412
整瓶醋勿搖，半瓶醋要搖。	cin bin tshu vaq yau, pun bin tshu iau yau.	412
牛弗知角彎，馬弗知臉長。	ngeu vaq tsyu koq uae, mo vaq tsyu li jian.	412
牛勿知角彎，馬勿知臉長。	ngeu vaq tsyu koq uae, mo vaq tsyu li jian.	412
強中自有強中手，能人背後有能人。	jian tson zhi yeu jian tson shieu, nen gnin pei gheu yeu nen gnin.	412
火要空心，人要虛心。	hou iau khon shin, gnin iau shiu shin.	412
講儂長弗要笑，講儂矮弗要跳。	kaon nou jian vaq iau shiau, kaon nou a vaq iau thiau.	412
講儂長勿要笑，講儂矮勿要跳。	kaon nou jian vaq iau shiau, kaon nou a vaq iau thiau.	412
知過改過弗爲過，重搭戲臺重敲鑼。	tsyu kou ke kou vaq wei kou, dzon taq shi de dzon khau lou.	412
知過改過勿爲過，重搭戲臺重敲鑼。	tsyu kou ke kou vaq wei kou, dzon taq shi de dzon khau lou.	412
知錯改錯弗算錯，知錯弗改錯中錯。	tsyu tshou ke tshou vaq soe tshou, tsyu tshou vaq ke tshou tson tshou.	412
知錯改錯勿算錯，知錯勿改錯中錯。	tsyu tshou ke tshou vaq soe tshou, tsyu tshou vaq ke tshou tson tshou.	412
若要好，問三老；三老弗應，必有毛病。	zhiaq iau hau, men sae lau; sae lau vaq in, piq yeu mau bin.	412
若要好，問三老；三老弗應，必有毛病。	zoq iau hau, men sae lau; sae lau vaq in, piq yeu mau bin.	412
若要好，問三老；三老勿應，必有毛病。	zhiaq iau hau, men sae lau; sae lau vaq in, piq yeu mau bin.	412
若要好，問三老；三老勿應，必有毛病。	zoq iau hau, men sae lau; sae lau vaq in, piq yeu mau bin.	412
弗聽老人言，喫苦在眼前。	vaq thin lau gnin yi, chioq khu dze ngae zhi.	412
勿聽老人言，喫苦在眼前。	vaq thin lau gnin yi, chioq khu dze ngae zhi.	412
自傲饅頭白，咬開純大麥。	zhi ngau mun deu baq, ngau khe zyun dou maq.	412
自涴弗覺臭，野涴臭煞人。	zhi ou vaq ciuq chieu, ya ou chieu saq gnin.	412
自涴勿覺臭，野涴臭煞人。	zhi ou vaq ciuq chieu, ya ou chieu saq gnin.	412
自屙弗覺臭，野屙臭煞人。	zhi ou vaq ciuq chieu, ya ou chieu saq gnin.	412
自屙勿覺臭，野屙臭煞人。	zhi ou vaq ciuq chieu, ya ou chieu saq gnin.	412
處處讓三分爲高。	tshyu tshyu gnian sae fen wei kau.	412
喫虧就是便宜。	chioq khuei jieu zy bi gni.	412
讓人弗算低，過後得便宜。	gnian gnin vaq soe ti, kou gheu taq bi gni.	413
讓人勿算低，過後得便宜。	gnian gnin vaq soe ti, kou gheu taq bi gni.	413
忍一步少闖禍，讓三分平安過。	zyun iq bu shiau tshaon ghou, gnian sae fen bin ei-e kou.	413
驕傲來自淺薄，狂妄來自無知。	ciau ngau le zhi chi boq, guaon maon le zhi vu tsyu.	413
驕傲來自淺薄，狂妄來自無知。	ciau ngau le zhi chi boq, guaon maon le zhi wu- tsyu.	413
眼睛生勒額角頭。	ngae cin san laq ngaq koq deu.	413
旺興夾腳，走路𤖼腳。	waon shin kaq ciaq, tseu lu phaq ciaq.	413
毛毛細雨溼衣裳，弗注意要上大當。	mau mau shi yu shiq i zaon, vaq tsyu i iau zaon dou taon.	413
毛毛細雨溼衣裳，勿注意要上大當。	mau mau shi yu shiq i zaon, vaq tsyu i iau zaon dou taon.	413
防勒前頭，少喫苦頭。	baon laq zhi deu, shiau chioq khu deu.	413
小心無大錯。	shiau shin vu dou tshou.	413
小心無大錯。	shiau shin wu- dou tshou.	413
小心扯一直。	shiau shin tsho iq jiq.	413
大意失荊州，驕傲失街亭。	dou i syuq cin cieu, ciau ngau syuq ka din.	413
一言提醒，價值千金。	iq yi di shin, ko jiq chi cin.	413
勤是搖錢樹，儉是聚寶盆。	jin zy yau ji zyu, ji zy zyu pau ben.	413
當家要儉，做事要勤。	taon ko iau ji, tsou zy iau jin.	413
只有勤嘸沒儉，好比有針嘸沒線。	ciq yeu jin mhiq ji, hau pi yeu cin mhiq shi.	413
有勤有檢，有針有線。	yeu jin yeu ci, yeu cin yeu shi.	413
勤儉節約樣樣有，好喫懶做樣樣無。	jin ji ciq iaq yan yan yeu, hau chioq lae tsou yan yan vu.	413
勤儉節約樣樣有，好喫懶做樣樣無。	jin ji ciq iaq yan yan yeu, hau chioq lae tsou yan yan wu-.	413
做人做人總要做，做了黃狗要喫涴。	tsou gnin tsou gnin tson iau tsou, tsou laq waon keu iau chioq ou.	413
做人做人總要做，做了黃狗要喫涴。	tsou gnin tsou gnin tson iau tsou, tsou laq waon ki-ke iau chioq ou.	413
做人做人總要做，做了黃狗要喫涴。	tsou gnin tsou gnin tson iau tsou, tsou laq wu keu iau chioq ou.	413
做人做人總要做，做了黃狗要喫涴。	tsou gnin tsou gnin tson iau tsou, tsou laq wu ki-ke iau chioq ou.	413
做人做人總要做，做了黃狗要喫屙。	tsou gnin tsou gnin tson iau tsou, tsou laq waon keu iau chioq ou.	413
做人做人總要做，做了黃狗要喫屙。	tsou gnin tsou gnin tson iau tsou, tsou laq waon ki-ke iau chioq ou.	413
做人做人總要做，做了黃狗要喫屙。	tsou gnin tsou gnin tson iau tsou, tsou laq wu keu iau chioq ou.	413
做人做人總要做，做了黃狗要喫屙。	tsou gnin tsou gnin tson iau tsou, tsou laq wu ki-ke iau chioq ou.	413
爪一腳，喫一腳。	tsau iq ciaq, chioq iq ciaq.	413
出門弗彎腰，進門嘸柴燒。	tshyuq men vaq uae iau, cin men mh za shiau.	413
出門勿彎腰，進門嘸柴燒。	tshyuq men vaq uae iau, cin men mh za shiau.	413
夫勤嘸沒荒地，婦勤嘸沒破衣。	fu jin mhiq huaon di, vu jin mhiq phou i.	413
勤力弗會嘸事做，懶漢弗會嘸凳坐。	jin liq vaq wei mh zy tsou, lae he vaq wei mh ten zou.	413
勤力弗會嘸事做，懶漢弗會嘸凳坐。	jin liq vaq wei mh zy tsou, lae hei- vaq wei mh ten zou.	413
勤力勿會嘸事做，懶漢勿會嘸凳坐。	jin liq vaq wei mh zy tsou, lae he vaq wei mh ten zou.	413
勤力勿會嘸事做，懶漢勿會嘸凳坐。	jin liq vaq wei mh zy tsou, lae hei- vaq wei mh ten zou.	413
鋤頭口裏出黃金。	zy deu kheu li tshyuq waon cin.	413
鋤頭口裏出黃金。	zyu deu kheu li tshyuq waon cin.	413
要搭人家比種田，莫搭人家比過年。	iau taq gnin ko pi tson di, mhau taq gnin ko pi kou gni.	413
要搭人家比種田，莫搭人家比過年。	iau taq gnin ko pi tson di, mau taq gnin ko pi kou gni.	413
三早抵一工，月亮當燈籠。	sae tsau ti iq kon, yuq lian taon ten lon.	413
夜到工夫自家。	ya tau kon fu zhi ko.	413
四五六月站一站，十冬臘月少口飯。	sy ng loq yuq dzae iq dzae, zyuq ton laq yuq shiau kheu vae.	414
弗冷弗熱阿講做，十二、六月好坐坐。	vaq lan vaq gniq aq kaon tsou, zyuq gni, loq yuq hau zou zou.	414
弗冷弗熱阿講做，十二、六月好坐坐。	vaq lan vaq gniq oq kaon tsou, zyuq gni, loq yuq hau zou zou.	414
勿冷勿熱阿講做，十二、六月好坐坐。	vaq lan vaq gniq aq kaon tsou, zyuq gni, loq yuq hau zou zou.	414
勿冷勿熱阿講做，十二、六月好坐坐。	vaq lan vaq gniq oq kaon tsou, zyuq gni, loq yuq hau zou zou.	414
只有凍煞蒼蠅，嘸沒做煞蜜蜂。	ciq yeu ton saq tshaon in, mh mhaq tsou saq miq fon.	414
大路朝天，生活靠自。	da lu jiau thi, san waq khau zhi.	414
大路朝天，生活靠自。	da lu jiau thi, san wo khau zhi.	414
冷水要挑，熱水要燒。	lan syu iau thiau, gniq syu iau shiau.	414
手腳慢泛，起早落晏。	shieu ciaq mae fae, chi tsau loq ae.	414
快手勢弗及慢兩爹。	khua shieu syu vaq jiq mae lian tia.	414
快手勢勿及慢兩爹。	khua shieu syu vaq jiq mae lian tia.	414
